status	nonstandard_field_data_id	nonstandard_sample_id	nonstandard_taxon_name	date	latitude_rounded	longitude_rounded	canonical_match_count	canonical_field_data_ids	canonical_sample_ids	canonical_taxon_names
strict_taxon_date_location	72815	dbgi_165	Allium nutans	20250707144845	7.113247	46.03263	1	72782	dbgi_008420	Allium nutans
strict_taxon_date_location	72816	dbgi_166	Vaccinium vitis-idaea	20250707150007	7.11349	46.032677	1	72783	dbgi_008432	Vaccinium vitis-idaea
strict_taxon_date_location	72817	dbgi_167	Rhodiola rosea	20250707150204	7.113506	46.032677	1	72784	dbgi_008383	Rhodiola rosea
strict_taxon_date_location	72818	dbgi_168	Vaccinium myrtillus	20250707150435	7.113491	46.03267	1	72785	dbgi_008485	Vaccinium myrtillus
strict_taxon_date_location	72819	dbgi_169	Lonicera caerulea	20250707150811	7.113495	46.03268	1	72786	dbgi_008427	Lonicera caerulea
strict_taxon_date_location	72820	dbgi_170	Digitalis grandiflora	20250707151019	7.113477	46.03268	1	72787	dbgi_008496	Digitalis grandiflora
strict_taxon_date_location	72821	dbgi_171	Digitalis purpurea	20250707151257	7.11351	46.032696	1	72788	dbgi_008471	Digitalis purpurea
strict_taxon_date_location	72822	dbgi_172	Arctostaphylos uva-ursi	20250707151504	7.11349	46.032703	1	72789	dbgi_008409	Arctostaphylos uva-ursi
strict_taxon_date_location	72823	dbgi_173	Achillea millefolium	20250707151758	7.113492	46.03268	1	72790	dbgi_008391	Achillea millefolium
strict_taxon_date_location	72824	dbgi_174	Pulsatilla vulgaris	20250707151947	7.113523	46.032707	1	72791	dbgi_008477	Pulsatilla vulgaris
strict_taxon_date_location	72825	dbgi_175	Artemisia vulgaris	20250707152216	7.11351	46.032703	1	72792	dbgi_008418	Artemisia vulgaris
strict_taxon_date_location	72826	dbgi_176	Hypericum perforatum	20250707152359	7.113516	46.03273	1	72793	dbgi_008429	Hypericum perforatum
strict_taxon_date_location	72827	dbgi_177	Hyssopus officinalis	20250707152725	7.113504	46.032703	1	72794	dbgi_008498	Hyssopus officinalis
strict_taxon_date_location	72828	dbgi_178	Thymus pulegioides	20250707153002	7.113477	46.032696	1	72795	dbgi_008411	Thymus pulegioides
strict_taxon_date_location	72829	dbgi_179	Viola riviniana	20250707153248	7.113453	46.032703	1	72796	dbgi_008417	Viola riviniana
strict_taxon_date_location	73041	dbgi_195	Hippophae rhamnoides	20250715083825	7.113455	46.032642	1	72986	dbgi_006943	Hippophae rhamnoides
strict_taxon_date_location	73042	dbgi_196	Centaurea nigra	20250715084018	7.113466	46.03265	1	72987	dbgi_006729	Centaurea nigra
strict_taxon_date_location	73044	dbgi_198	Hemerocallis multiflora	20250715090513	7.113399	46.032627	1	72989	dbgi_006600	Hemerocallis multiflora
strict_taxon_date_location	73045	dbgi_199	Centaurea nigrescens	20250715090643	7.113388	46.032623	1	72990	dbgi_006679	Centaurea nigrescens
strict_taxon_date_location	73046	dbgi_200	Dianthus seguieri	20250715090830	7.113366	46.03262	1	72991	dbgi_006687	Dianthus seguieri
strict_taxon_date_location	73047	dbgi_201	Penstemon cobaea	20250715091435	7.113386	46.03275	1	72992	dbgi_006668	Penstemon cobaea
strict_taxon_date_location	73050	dbgi_204	Hieracium bornmuelleri	20250715092138	7.113387	46.032764	1	72995	dbgi_006688	Hieracium bornmuelleri
strict_taxon_date_location	73053	dbgi_207	Calamintha menthifolia	20250715093106	7.113357	46.032753	1	72998	dbgi_006657	Calamintha menthifolia
strict_taxon_date_location	73054	dbgi_208	Genista germanica	20250715093444	7.113338	46.032738	1	72999	dbgi_006674	Genista germanica
strict_taxon_date_location	73057	dbgi_211	Morina longifolia	20250715094212	7.113324	46.032722	1	73002	dbgi_006680	Morina longifolia
strict_taxon_date_location	73059	dbgi_213	Zizia aptera	20250715094754	7.113337	46.032738	1	73004	dbgi_006664	Zizia aptera
strict_taxon_date_location	73060	dbgi_214	Paeonia daurica	20250715095004	7.11335	46.03276	1	73005	dbgi_006676	Paeonia daurica
strict_taxon_date_location	73061	dbgi_215	Erigeron belligifolius	20250715095224	7.11332	46.03274	1	73006	dbgi_006666	Erigeron belligifolius
strict_taxon_date_location	73062	dbgi_216	Knautia purpurea	20250715095415	7.113327	46.032734	1	73007	dbgi_006631	Knautia purpurea
strict_taxon_date_location	73063	dbgi_217	Potentilla repens	20250715095604	7.113323	46.03274	1	73008	dbgi_006673	Potentilla repens
strict_taxon_date_location	73065	dbgi_219	Polygomum amplexicaule	20250715101006	7.113291	46.032757	1	73010	dbgi_006672	Polygomum amplexicaule
strict_taxon_date_location	73066	dbgi_220	Centaurea simplicicaulis	20250715101234	7.113313	46.03273	1	73011	dbgi_006677	Centaurea simplicicaulis
strict_taxon_date_location	73069	dbgi_223	Potentilla alba	20250715102151	7.113284	46.032753	1	73014	dbgi_006738	Potentilla alba
strict_taxon_date_location	73072	dbgi_226	Daphne pontica	20250715102811	7.113298	46.032764	1	73017	dbgi_006768	Daphne pontica
strict_taxon_date_location	73073	dbgi_227	Phleum phleoides	20250715103020	7.113342	46.032772	1	73018	dbgi_006763	Phleum phleoides
strict_taxon_date_location	73074	dbgi_228	Festuca valesiaca	20250715103211	7.113316	46.032753	1	73019	dbgi_006747	Festuca valesiaca
strict_taxon_date_location	73075	dbgi_229	Koeleria vallesiana	20250715103401	7.113348	46.032753	1	73020	dbgi_006739	Koeleria vallesiana
strict_taxon_date_location	73076	dbgi_230	Koeleria macrantha	20250715104019	7.113301	46.03278	1	73021	dbgi_006711	Koeleria macrantha
strict_taxon_date_location	73077	dbgi_231	Festuca curvula	20250715104204	7.113296	46.03278	1	73022	dbgi_006634	Festuca curvula
strict_taxon_date_location	73078	dbgi_232	Euphorbia seguieriana	20250715104341	7.113301	46.03278	1	73023	dbgi_006745	Euphorbia seguieriana
strict_taxon_date_location	73079	dbgi_233	Potentilla verna	20250715104521	7.113316	46.032784	1	73024	dbgi_006764	Potentilla verna
strict_taxon_date_location	73081	dbgi_235	Bothriochloa ischaemum	20250715105332	7.113317	46.03279	1	73026	dbgi_006759	Bothriochloa ischaemum
strict_taxon_date_location	73082	dbgi_236	Thymus praecox	20250715105533	7.113344	46.032784	1	73027	dbgi_006753	Thymus praecox
strict_taxon_date_location	73083	dbgi_237	Centaurea scabiosa	20250715105932	7.113295	46.032787	1	73028	dbgi_006706	Centaurea scabiosa
strict_taxon_date_location	73085	dbgi_239	Nepeta nuda	20250715110451	7.113305	46.03281	1	73030	dbgi_007155	Nepeta nuda
strict_taxon_date_location	73086	dbgi_240	Artemisia campestris	20250715110618	7.113328	46.032795	1	73031	dbgi_007130	Artemisia campestris
strict_taxon_date_location	73087	dbgi_241	Cerastium argenteum	20250715111120	7.113335	46.03281	1	73032	dbgi_006904	Cerastium argenteum
strict_taxon_date_location	73088	dbgi_242	Artemisia vallesiaca	20250715111450	7.113306	46.03276	1	73033	dbgi_006726	Artemisia vallesiaca
strict_taxon_date_location	73089	dbgi_243	Carex humilis	20250715113125	7.113318	46.03277	1	73034	dbgi_006856	Carex humilis
strict_taxon_date_location	73090	dbgi_244	Onosma pseudoarenaria	20250715113409	7.113277	46.03278	1	73035	dbgi_006743	Onosma pseudoarenaria
strict_taxon_date_location	73091	dbgi_245	Viola rupestris	20250715113614	7.113283	46.03278	1	73036	dbgi_006762	Viola rupestris
strict_taxon_date_location	73092	dbgi_246	Molinia arundinacea	20250715113931	7.11322	46.032776	1	73037	dbgi_006707	Molinia arundinacea
strict_taxon_date_location	73093	dbgi_247	Ephedra helvetica	20250715114901	7.11329	46.03277	1	73038	dbgi_006781	Ephedra helvetica
strict_taxon_date_location	73094	dbgi_248	Teucrium montanum	20250715115125	7.113314	46.03277	1	73039	dbgi_006841	Teucrium montanum
strict_taxon_date_location	73095	dbgi_249	Stipa eriocaulis	20250715115405	7.11329	46.032784	1	73040	dbgi_006842	Stipa eriocaulis
strict_taxon_date_location	73145	dbgi_250	Hippophae rhamnoides	20250715083825	7.113455	46.032642	1	72986	dbgi_006943	Hippophae rhamnoides
strict_taxon_date_location	73146	dbgi_251	Centaurea nigra	20250715084018	7.113466	46.03265	1	72987	dbgi_006729	Centaurea nigra
strict_taxon_date_location	73148	dbgi_253	Hemerocallis multiflora	20250715090513	7.113399	46.032627	1	72989	dbgi_006600	Hemerocallis multiflora
strict_taxon_date_location	73149	dbgi_254	Centaurea nigrescens	20250715090643	7.113388	46.032623	1	72990	dbgi_006679	Centaurea nigrescens
strict_taxon_date_location	73150	dbgi_255	Dianthus seguieri	20250715090830	7.113366	46.03262	1	72991	dbgi_006687	Dianthus seguieri
strict_taxon_date_location	73151	dbgi_256	Penstemon cobaea	20250715091435	7.113386	46.03275	1	72992	dbgi_006668	Penstemon cobaea
strict_taxon_date_location	73154	dbgi_259	Hieracium bornmuelleri	20250715092138	7.113387	46.032764	1	72995	dbgi_006688	Hieracium bornmuelleri
strict_taxon_date_location	73157	dbgi_262	Calamintha menthifolia	20250715093106	7.113357	46.032753	1	72998	dbgi_006657	Calamintha menthifolia
strict_taxon_date_location	73158	dbgi_263	Genista germanica	20250715093444	7.113338	46.032738	1	72999	dbgi_006674	Genista germanica
strict_taxon_date_location	73161	dbgi_266	Morina longifolia	20250715094212	7.113324	46.032722	1	73002	dbgi_006680	Morina longifolia
strict_taxon_date_location	73163	dbgi_268	Zizia aptera	20250715094754	7.113337	46.032738	1	73004	dbgi_006664	Zizia aptera
strict_taxon_date_location	73164	dbgi_269	Paeonia daurica	20250715095004	7.11335	46.03276	1	73005	dbgi_006676	Paeonia daurica
strict_taxon_date_location	73165	dbgi_270	Erigeron belligifolius	20250715095224	7.11332	46.03274	1	73006	dbgi_006666	Erigeron belligifolius
strict_taxon_date_location	73166	dbgi_271	Knautia purpurea	20250715095415	7.113327	46.032734	1	73007	dbgi_006631	Knautia purpurea
strict_taxon_date_location	73167	dbgi_272	Potentilla repens	20250715095604	7.113323	46.03274	1	73008	dbgi_006673	Potentilla repens
strict_taxon_date_location	73169	dbgi_274	Polygomum amplexicaule	20250715101006	7.113291	46.032757	1	73010	dbgi_006672	Polygomum amplexicaule
strict_taxon_date_location	73170	dbgi_275	Centaurea simplicicaulis	20250715101234	7.113313	46.03273	1	73011	dbgi_006677	Centaurea simplicicaulis
strict_taxon_date_location	73173	dbgi_278	Potentilla alba	20250715102151	7.113284	46.032753	1	73014	dbgi_006738	Potentilla alba
strict_taxon_date_location	73176	dbgi_281	Daphne pontica	20250715102811	7.113298	46.032764	1	73017	dbgi_006768	Daphne pontica
strict_taxon_date_location	73177	dbgi_282	Phleum phleoides	20250715103020	7.113342	46.032772	1	73018	dbgi_006763	Phleum phleoides
strict_taxon_date_location	73178	dbgi_283	Festuca valesiaca	20250715103211	7.113316	46.032753	1	73019	dbgi_006747	Festuca valesiaca
strict_taxon_date_location	73179	dbgi_284	Koeleria vallesiana	20250715103401	7.113348	46.032753	1	73020	dbgi_006739	Koeleria vallesiana
strict_taxon_date_location	73180	dbgi_285	Koeleria macrantha	20250715104019	7.113301	46.03278	1	73021	dbgi_006711	Koeleria macrantha
strict_taxon_date_location	73181	dbgi_286	Festuca curvula	20250715104204	7.113296	46.03278	1	73022	dbgi_006634	Festuca curvula
strict_taxon_date_location	73182	dbgi_287	Euphorbia seguieriana	20250715104341	7.113301	46.03278	1	73023	dbgi_006745	Euphorbia seguieriana
strict_taxon_date_location	73183	dbgi_288	Potentilla verna	20250715104521	7.113316	46.032784	1	73024	dbgi_006764	Potentilla verna
strict_taxon_date_location	73185	dbgi_290	Bothriochloa ischaemum	20250715105332	7.113317	46.03279	1	73026	dbgi_006759	Bothriochloa ischaemum
strict_taxon_date_location	73186	dbgi_291	Thymus praecox	20250715105533	7.113344	46.032784	1	73027	dbgi_006753	Thymus praecox
strict_taxon_date_location	73187	dbgi_292	Centaurea scabiosa	20250715105932	7.113295	46.032787	1	73028	dbgi_006706	Centaurea scabiosa
strict_taxon_date_location	73189	dbgi_294	Nepeta nuda	20250715110451	7.113305	46.03281	1	73030	dbgi_007155	Nepeta nuda
strict_taxon_date_location	73190	dbgi_295	Artemisia campestris	20250715110618	7.113328	46.032795	1	73031	dbgi_007130	Artemisia campestris
strict_taxon_date_location	73191	dbgi_296	Cerastium argenteum	20250715111120	7.113335	46.03281	1	73032	dbgi_006904	Cerastium argenteum
strict_taxon_date_location	73192	dbgi_297	Artemisia vallesiaca	20250715111450	7.113306	46.03276	1	73033	dbgi_006726	Artemisia vallesiaca
strict_taxon_date_location	73193	dbgi_298	Carex humilis	20250715113125	7.113318	46.03277	1	73034	dbgi_006856	Carex humilis
strict_taxon_date_location	73194	dbgi_299	Onosma pseudoarenaria	20250715113409	7.113277	46.03278	1	73035	dbgi_006743	Onosma pseudoarenaria
strict_taxon_date_location	73195	dbgi_300	Viola rupestris	20250715113614	7.113283	46.03278	1	73036	dbgi_006762	Viola rupestris
strict_taxon_date_location	73196	dbgi_301	Molinia arundinacea	20250715113931	7.11322	46.032776	1	73037	dbgi_006707	Molinia arundinacea
strict_taxon_date_location	73197	dbgi_302	Ephedra helvetica	20250715114901	7.11329	46.03277	1	73038	dbgi_006781	Ephedra helvetica
strict_taxon_date_location	73198	dbgi_303	Teucrium montanum	20250715115125	7.113314	46.03277	1	73039	dbgi_006841	Teucrium montanum
strict_taxon_date_location	73199	dbgi_304	Stipa eriocaulis	20250715115405	7.11329	46.032784	1	73040	dbgi_006842	Stipa eriocaulis
strict_taxon_date_location	73200	dbgi_305	Hieracium bombycinum	20250715083931	7.113289	46.0327	1	73096	dbgi_006690	Hieracium bombycinum
strict_taxon_date_location	73201	dbgi_306	Erica carnea	20250715090407	7.113303	46.0327	1	73097	dbgi_007136	Erica carnea
strict_taxon_date_location	73202	dbgi_307	Eriophyllum arachnoideum	20250715090759	7.113332	46.032707	1	73098	dbgi_007167	Eriophyllum arachnoideum
strict_taxon_date_location	73203	dbgi_308	Cotoneaster congesta	20250715091114	7.113323	46.03271	1	73099	dbgi_006719	Cotoneaster congesta
strict_taxon_date_location	73204	dbgi_309	Genista germanica	20250715091345	7.113305	46.032707	1	73100	dbgi_007119	Genista germanica
strict_taxon_date_location	73205	dbgi_310	Gladiolus imbricatus	20250715091812	7.113284	46.03271	1	73101	dbgi_007174	Gladiolus imbricatus
strict_taxon_date_location	73206	dbgi_311	Armeria arenaria	20250715092118	7.113291	46.032715	1	73102	dbgi_007143	Armeria arenaria
strict_taxon_date_location	73207	dbgi_312	Potentilla alba	20250715092339	7.113276	46.032707	1	73103	dbgi_007144	Potentilla alba
strict_taxon_date_location	73208	dbgi_313	Cytisus nigricans	20250715092638	7.113238	46.032726	1	73104	dbgi_006970	Cytisus nigricans
strict_taxon_date_location	73209	dbgi_314	Potentilla speciosa	20250715092946	7.113255	46.03273	1	73105	dbgi_006944	Potentilla speciosa
strict_taxon_date_location	73210	dbgi_315	Dianthus simulans	20250715093238	7.113274	46.03273	1	73106	dbgi_007175	Dianthus simulans
strict_taxon_date_location	73211	dbgi_316	Asclepias syriaca	20250715093654	7.113284	46.032738	1	73107	dbgi_006610	Asclepias syriaca
strict_taxon_date_location	73212	dbgi_317	Cytisus sessilifolius	20250715093858	7.113268	46.032738	1	73108	dbgi_006609	Cytisus sessilifolius
strict_taxon_date_location	73215	dbgi_320	Prunella hyssopifolia	20250715095025	7.113195	46.032753	1	73111	dbgi_007150	Prunella hyssopifolia
strict_taxon_date_location	73216	dbgi_321	Alchemilla conjuncta	20250715095346	7.113198	46.032764	1	73112	dbgi_006605	Alchemilla conjuncta
strict_taxon_date_location	73217	dbgi_322	Hebe lindsayi	20250715095613	7.11318	46.032757	1	73113	dbgi_006618	Hebe lindsayi
strict_taxon_date_location	73218	dbgi_323	Molinia caerulea	20250715095802	7.113183	46.032745	1	73114	dbgi_006612	Molinia caerulea
strict_taxon_date_location	73219	dbgi_324	Potentilla fruticosa	20250715100414	7.113187	46.032726	1	73115	dbgi_004139	Potentilla fruticosa
strict_taxon_date_location	73220	dbgi_325	Festuca quadriflora	20250715100714	7.113176	46.03272	1	73116	dbgi_006608	Festuca quadriflora
strict_taxon_date_location	73222	dbgi_327	Gentiana asclepiadea	20250715101933	7.113213	46.032722	1	73118	dbgi_007081	Gentiana asclepiadea
strict_taxon_date_location	73223	dbgi_328	Iris missouriensis	20250715102146	7.113194	46.032734	1	73119	dbgi_007061	Iris missouriensis
strict_taxon_date_location	73224	dbgi_329	Dryas octopetala	20250715102407	7.113222	46.032722	1	73120	dbgi_007046	Dryas octopetala
strict_taxon_date_location	73225	dbgi_330	Dianthus gratianapolitanus	20250715102539	7.113233	46.032722	1	73121	dbgi_007060	Dianthus gratianapolitanus
strict_taxon_date_location	73226	dbgi_331	Rosa majalis	20250715103208	7.113414	46.03275	1	73122	dbgi_007063	Rosa majalis
strict_taxon_date_location	73227	dbgi_332	Prunella grandiflora	20250715103704	7.11341	46.032757	1	73123	dbgi_007050	Prunella grandiflora
strict_taxon_date_location	73229	dbgi_334	Gentiana cruciata	20250715105307	7.113394	46.03275	1	73125	dbgi_007043	Gentiana cruciata
strict_taxon_date_location	73230	dbgi_335	Rosa coriifolia	20250715105419	7.113409	46.032764	1	73126	dbgi_007139	Rosa coriifolia
strict_taxon_date_location	73231	dbgi_336	Inula salicina	20250715105545	7.113406	46.03277	1	73127	dbgi_007039	Inula salicina
strict_taxon_date_location	73234	dbgi_339	Quercus pubescens	20250715110317	7.113373	46.032795	1	73130	dbgi_007057	Quercus pubescens
strict_taxon_date_location	73235	dbgi_340	Rosa micrantha	20250715110519	7.113385	46.032803	1	73131	dbgi_007142	Rosa micrantha
strict_taxon_date_location	73236	dbgi_341	Sorbus aucuparia	20250715110700	7.113405	46.032818	1	73132	dbgi_007048	Sorbus aucuparia
strict_taxon_date_location	73237	dbgi_342	Arnica montana	20250715110852	7.113385	46.032818	1	73133	dbgi_007054	Arnica montana
strict_taxon_date_location	73238	dbgi_343	Rosa subcanina	20250715111049	7.113376	46.032814	1	73134	dbgi_007058	Rosa subcanina
strict_taxon_date_location	73239	dbgi_344	Campanula barbata	20250715111357	7.11342	46.032875	1	73135	dbgi_007080	Campanula barbata
strict_taxon_date_location	73240	dbgi_345	Luzula nivea	20250715111542	7.113406	46.03289	1	73136	dbgi_007051	Luzula nivea
strict_taxon_date_location	73241	dbgi_346	Festuca paniculata	20250715111729	7.113317	46.0328	1	73137	dbgi_007138	Festuca paniculata
strict_taxon_date_location	73242	dbgi_347	Vaccinium vitis-idaea	20250715111945	7.113325	46.03279	1	73138	dbgi_007053	Vaccinium vitis-idaea
strict_taxon_date_location	73243	dbgi_348	Juniperus communis	20250715112503	7.113308	46.032784	1	73139	dbgi_007044	Juniperus communis
strict_taxon_date_location	73244	dbgi_349	Koeleria macrantha	20250715112920	7.113279	46.032776	1	73140	dbgi_007084	Koeleria macrantha
strict_taxon_date_location	73245	dbgi_350	Sempervivum tectorum	20250715113204	7.113264	46.032776	1	73141	dbgi_007055	Sempervivum tectorum
strict_taxon_date_location	73246	dbgi_351	Potentilla pusilla	20250715113453	7.113251	46.032776	1	73142	dbgi_007062	Potentilla pusilla
strict_taxon_date_location	73247	dbgi_352	Dracocephalum ruyschiana	20250715113807	7.113255	46.03278	1	73143	dbgi_007091	Dracocephalum ruyschiana
strict_taxon_date_location	73248	dbgi_353	Ranunculus gramineus	20250715114543	7.113295	46.03278	1	73144	dbgi_006826	Ranunculus gramineus
strict_taxon_date_location	73270	dbgi_354	Hippophae rhamnoides	20250715083825	7.113455	46.032642	1	72986	dbgi_006943	Hippophae rhamnoides
strict_taxon_date_location	73271	dbgi_355	Centaurea nigra	20250715084018	7.113466	46.03265	1	72987	dbgi_006729	Centaurea nigra
strict_taxon_date_location	73273	dbgi_357	Hemerocallis multiflora	20250715090513	7.113399	46.032627	1	72989	dbgi_006600	Hemerocallis multiflora
strict_taxon_date_location	73274	dbgi_358	Centaurea nigrescens	20250715090643	7.113388	46.032623	1	72990	dbgi_006679	Centaurea nigrescens
strict_taxon_date_location	73275	dbgi_359	Dianthus seguieri	20250715090830	7.113366	46.03262	1	72991	dbgi_006687	Dianthus seguieri
strict_taxon_date_location	73276	dbgi_360	Penstemon cobaea	20250715091435	7.113386	46.03275	1	72992	dbgi_006668	Penstemon cobaea
strict_taxon_date_location	73279	dbgi_363	Hieracium bornmuelleri	20250715092138	7.113387	46.032764	1	72995	dbgi_006688	Hieracium bornmuelleri
strict_taxon_date_location	73282	dbgi_366	Calamintha menthifolia	20250715093106	7.113357	46.032753	1	72998	dbgi_006657	Calamintha menthifolia
strict_taxon_date_location	73283	dbgi_367	Genista germanica	20250715093444	7.113338	46.032738	1	72999	dbgi_006674	Genista germanica
strict_taxon_date_location	73286	dbgi_370	Morina longifolia	20250715094212	7.113324	46.032722	1	73002	dbgi_006680	Morina longifolia
