filename;Extension;Localisation.in.Sciex.OS.project;sample_id;type;collector_fullname;observation_subject;inat_upload;is_wild;ATTRIBUTE_Species;no_name_on_list;picture_panel;picture_general;picture_detail;picture_cut;picture_panel_label;x_coord;y_coord;date;collector_orcid;collector_inat;NCBITaxonomy_ID;Ionization mode;garden
20262605_dbgi_006689_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_dbgi_006689_01;dbgi_006689;SAMPLE;Mazzarine Laboureau;Leaf;1;0;Aegopodium podagraria;0;DCIM/jbc/Aegopodium podagraria_dbgi_006689_01.jpg;DCIM/jbc/Aegopodium podagraria_dbgi_006689_02.jpg;DCIM/jbc/Aegopodium podagraria_dbgi_006689_03.jpg;DCIM/jbc/Aegopodium podagraria_dbgi_006689_04.jpg;DCIM/jbc/Aegopodium podagraria_dbgi_006689_05.jpg;2574822;1097949.6;2,02506E+13;0009-0006-7011-4195;@mazzarinel;40902;positive;jbc
20262605_dbgi_009030_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_dbgi_009030_01;dbgi_009030;SAMPLE;Mazzarine Laboureau;Leaf;1;0;Arnica montana;0;DCIM/jbc/Arnica montana_dbgi_009030_01.jpg;DCIM/jbc/Arnica montana_dbgi_009030_02.jpg;DCIM/jbc/Arnica montana_dbgi_009030_03.jpg;DCIM/jbc/Arnica montana_dbgi_009030_04.jpg;DCIM/jbc/Arnica montana_dbgi_009030_05.jpg;2574817.8;1097973.5;2,02507E+13;0009-0006-7011-4195;@mazzarinel;436207;positive;jbc
20262605_dbgi_006624_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_dbgi_006624_01;dbgi_006624;SAMPLE;Mazzarine Laboureau;Leaf;1;0;Leontodon hispidus;0;DCIM/jbc/Leontodon hispidus_dbgi_006624_01.jpg;DCIM/jbc/Leontodon hispidus_dbgi_006624_02.jpg;DCIM/jbc/Leontodon hispidus_dbgi_006624_03.jpg;DCIM/jbc/Leontodon hispidus_dbgi_006624_04.jpg;DCIM/jbc/Leontodon hispidus_dbgi_006624_05.jpg;2574749;1097981.6;2,02506E+13;0009-0006-7011-4195;@mazzarinel;58660;positive;jbc
20262605_dbgi_006704_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_dbgi_006704_01;dbgi_006704;SAMPLE;Mazzarine Laboureau;Leaf;1;0;Achillea millefolium;0;DCIM/jbc/Achillea millefolium_dbgi_006704_01.jpg;DCIM/jbc/Achillea millefolium_dbgi_006704_02.jpg;DCIM/jbc/Achillea millefolium_dbgi_006704_03.jpg;DCIM/jbc/Achillea millefolium_dbgi_006704_04.jpg;DCIM/jbc/Achillea millefolium_dbgi_006704_05.jpg;2574746.2;1097987.4;2,02506E+13;0009-0006-7011-4195;@mazzarinel;13329;positive;jbc
20262605_dbgi_001575_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_dbgi_001575_01;dbgi_001575;SAMPLE;Mazzarine Laboureau;Leaf;1;0;Vaccinium vitis-idaea;0;DCIM/jbc/Vaccinium vitis-idaea_dbgi_001575_01.jpg;DCIM/jbc/Vaccinium vitis-idaea_dbgi_001575_02.jpg;DCIM/jbc/Vaccinium vitis-idaea_dbgi_001575_03.jpg;DCIM/jbc/Vaccinium vitis-idaea_dbgi_001575_04.jpg;DCIM/jbc/Vaccinium vitis-idaea_dbgi_001575_05.jpg;2574804.5;1097981.6;2,02507E+13;0009-0006-7011-4195;@mazzarinel;180772;positive;jbc
20262605_dbgi_008755_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_dbgi_008755_01;dbgi_008755;SAMPLE;Mazzarine Laboureau;Leaf;1;0;Picea abies;0;DCIM/jbc/Picea abies_dbgi_008755_01.jpg;DCIM/jbc/Picea abies_dbgi_008755_02.jpg;DCIM/jbc/Picea abies_dbgi_008755_03.jpg;DCIM/jbc/Picea abies_dbgi_008755_04.jpg;DCIM/jbc/Picea abies_dbgi_008755_05.jpg;2574790.2;1097969.4;2,02507E+13;0009-0006-7011-4195;@mazzarinel;3329;positive;jbc
20262605_dbgi_009093_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_dbgi_009093_01;dbgi_009093;SAMPLE;Mazzarine Laboureau;Leaf;1;0;Hieracium murorum;0;DCIM/jbc/Hieracium murorum_dbgi_009093_01.jpg;DCIM/jbc/Hieracium murorum_dbgi_009093_02.jpg;DCIM/jbc/Hieracium murorum_dbgi_009093_03.jpg;DCIM/jbc/Hieracium murorum_dbgi_009093_04.jpg;DCIM/jbc/Hieracium murorum_dbgi_009093_05.jpg;2574797.2;1097983.4;2,02507E+13;0009-0006-7011-4195;@mazzarinel;212671;positive;jbc
20262605_dbgi_008634_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_dbgi_008634_01;dbgi_008634;SAMPLE;Mazzarine Laboureau;Leaf;1;0;Juniperus communis;0;DCIM/jbc/Juniperus communis_dbgi_008634_01.jpg;DCIM/jbc/Juniperus communis_dbgi_008634_02.jpg;DCIM/jbc/Juniperus communis_dbgi_008634_03.jpg;DCIM/jbc/Juniperus communis_dbgi_008634_04.jpg;DCIM/jbc/Juniperus communis_dbgi_008634_05.jpg;2574743.8;1097953;2,02505E+13;0009-0006-7011-4195;@mazzarinel;58039;positive;jbc
20262605_dbgi_008461_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_dbgi_008461_01;dbgi_008461;SAMPLE;Mazzarine Laboureau;Leaf;1;0;Arctostaphylos uva-ursi;0;DCIM/jbc/Arctostaphylus uva-ursi_dbgi_008461_01.jpg;DCIM/jbc/Arctostaphylus uva-ursi_dbgi_008461_02.jpg;DCIM/jbc/Arctostaphylus uva-ursi_dbgi_008461_03.jpg;DCIM/jbc/Arctostaphylus uva-ursi_dbgi_008461_04.jpg;DCIM/jbc/Arctostaphylus uva-ursi_dbgi_008461_05.jpg;2574821;1097944.5;2,02506E+13;0009-0006-7011-4195;@mazzarinel;84009;positive;jbc
20262605_dbgi_007170_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_dbgi_007170_01;dbgi_007170;SAMPLE;Mazzarine Laboureau;Leaf;1;0;Carlina acaulis;0;DCIM/jbc/Carlina acaulis_dbgi_007170_01.jpg;DCIM/jbc/Carlina acaulis_dbgi_007170_02.jpg;DCIM/jbc/Carlina acaulis_dbgi_007170_03.jpg;DCIM/jbc/Carlina acaulis_dbgi_007170_04.jpg;DCIM/jbc/Carlina acaulis_dbgi_007170_05.jpg;2574767;1097990;2,02506E+13;0009-0006-7011-4195;@mazzarinel;538471;positive;jbc
20262605_dbgi_006630_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_dbgi_006630_01;dbgi_006630;SAMPLE;Mazzarine Laboureau;Leaf;1;0;Thymus serpyllum;0;DCIM/jbc/Thymus serpyllum_dbgi_006630_01.jpg;DCIM/jbc/Thymus serpyllum_dbgi_006630_02.jpg;DCIM/jbc/Thymus serpyllum_dbgi_006630_03.jpg;DCIM/jbc/Thymus serpyllum_dbgi_006630_04.jpg;DCIM/jbc/Thymus serpyllum_dbgi_006630_05.jpg;2574748.8;1097982.9;2,02506E+13;0009-0006-7011-4195;@mazzarinel;204219;positive;jbc
20262605_dbgi_009037_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_dbgi_009037_01;dbgi_009037;SAMPLE;Mazzarine Laboureau;Leaf;1;0;Vaccinium vitis-idaea;0;DCIM/jbc/Vaccinium vitis-idaea_dbgi_009037_01.jpg;DCIM/jbc/Vaccinium vitis-idaea_dbgi_009037_02.jpg;DCIM/jbc/Vaccinium vitis-idaea_dbgi_009037_03.jpg;DCIM/jbc/VaccinPPleium vitis-idaea_dbgi_009037_04.jpg;DCIM/jbc/Vaccinium vitis-idaea_dbgi_009037_05.jpg;2574819.5;1097973.9;2,02507E+13;0009-0006-7011-4195;@mazzarinel;180772;positive;jbc
20262605_dbgi_004288_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_dbgi_004288_01;dbgi_004288;SAMPLE;Mazzarine Laboureau;Leaf;1;0;Prenanthes purpurea;0;DCIM/jbc/Prenanthes purpurea_dbgi_004288_01.jpg;DCIM/jbc/Prenanthes purpurea_dbgi_004288_02.jpg;DCIM/jbc/Prenanthes purpurea_dbgi_004288_03.jpg;DCIM/jbc/Prenanthes purpurea_dbgi_004288_04.jpg;DCIM/jbc/Prenanthes purpurea_dbgi_004288_05.jpg;2574737;1097986.6;2,02506E+13;0009-0006-7011-4195;@mazzarinel;43204;positive;jbc
20262605_dbgi_006788_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_dbgi_006788_01;dbgi_006788;SAMPLE;Mazzarine Laboureau;Leaf;1;0;Carlina acaulis;0;DCIM/jbc/Carlina acaulis_dbgi_006788_01.jpg;DCIM/jbc/Carlina acaulis_dbgi_006788_02.jpg;DCIM/jbc/Carlina acaulis_dbgi_006788_03.jpg;DCIM/jbc/Carlina acaulis_dbgi_006788_04.jpg;DCIM/jbc/Carlina acaulis_dbgi_006788_05.jpg;2574767.8;1097989.6;2,02506E+13;0009-0006-7011-4195;@mazzarinel;538471;positive;jbc
20262605_dbgi_006884_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_dbgi_006884_01;dbgi_006884;SAMPLE;Émilie Lab;Leaf;1;0;Thymus serpyllum;0;DCIM/jbc/Thymus serpyllum_dbgi_006884_01.jpg;DCIM/jbc/Thymus serpyllum_dbgi_006884_02.jpg;DCIM/jbc/Thymus serpyllum_dbgi_006884_03.jpg;DCIM/jbc/Thymus serpyllum_dbgi_006884_04.jpg;DCIM/jbc/Thymus serpyllum_dbgi_006884_05.jpg;2574758;1097984.6;2,02506E+13;;;204219;positive;jbc
20262605_dbgi_006755_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_dbgi_006755_01;dbgi_006755;SAMPLE;Mazzarine Laboureau;Leaf;1;0;Lapsana communis;0;DCIM/jbc/Lapsana communis_dbgi_006755_01.jpg;DCIM/jbc/Lapsana communis_dbgi_006755_02.jpg;DCIM/jbc/Lapsana communis_dbgi_006755_03.jpg;DCIM/jbc/Lapsana communis_dbgi_006755_04.jpg;DCIM/jbc/Lapsana communis_dbgi_006755_05.jpg;2574707.2;1097958.8;2,02506E+13;0009-0006-7011-4195;@mazzarinel;268080;positive;jbc
20262605_dbgi_009348_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_dbgi_009348_01;dbgi_009348;SAMPLE;Émilie Lab;Leaf;1;0;Salix reticulata;0;DCIM/jbc/Salix reticulata_dbgi_009348_01.jpg;DCIM/jbc/Salix reticulata_dbgi_009348_02.jpg;DCIM/jbc/Salix reticulata_dbgi_009348_03.jpg;DCIM/jbc/Salix reticulata_dbgi_009348_04.jpg;DCIM/jbc/Salix reticulata_dbgi_009348_05.jpg;2574777.8;1097994;2,02507E+13;;;75717;positive;jbc
20262605_dbgi_007046_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_dbgi_007046_01;dbgi_007046;SAMPLE;Mazzarine Laboureau;Leaf;1;0;Dryas octopetala;0;DCIM/jbc/Dryas octopetala_dbgi_007046_01.jpg;DCIM/jbc/Dryas octopetala_dbgi_007046_02.jpg;DCIM/jbc/Dryas octopetala_dbgi_007046_03.jpg;DCIM/jbc/Dryas octopetala_dbgi_007046_04.jpg;DCIM/jbc/Dryas octopetala_dbgi_007046_05.jpg;2574802.8;1097961.8;2,02507E+13;0009-0006-7011-4195;@mazzarinel;57948;positive;jbc
20262605_dbgi_009274_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_dbgi_009274_01;dbgi_009274;SAMPLE;Mazzarine Laboureau;Leaf;1;0;Salix retusa;0;DCIM/jbc/Salix retusa_dbgi_009274_01.jpg;DCIM/jbc/Salix retusa_dbgi_009274_02.jpg;DCIM/jbc/Salix retusa_dbgi_009274_03.jpg;DCIM/jbc/Salix retusa_dbgi_009274_04.jpg;DCIM/jbc/Salix retusa_dbgi_009274_05.jpg;2574749.2;1097977.6;2,02507E+13;0009-0006-7011-4195;@mazzarinel;77066;positive;jbc
20262605_dbgi_008691_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_dbgi_008691_01;dbgi_008691;SAMPLE;Mazzarine Laboureau;Leaf;1;0;Rhododendron ferrugineum;0;DCIM/jbc/Rhododendron ferrugineum_dbgi_008691_01.jpg;DCIM/jbc/Rhododendron ferrugineum_dbgi_008691_02.jpg;DCIM/jbc/Rhododendron ferrugineum_dbgi_008691_03.jpg;DCIM/jbc/Rhododendron ferrugineum_dbgi_008691_04.jpg;DCIM/jbc/Rhododendron ferrugineum_dbgi_008691_05.jpg;2574730.5;1097953;2,02505E+13;0009-0006-7011-4195;@mazzarinel;49622;positive;jbc
20262605_dbgi_006863_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_dbgi_006863_01;dbgi_006863;SAMPLE;Mazzarine Laboureau;Leaf;1;0;Cornus sanguinea;0;DCIM/jbc/Cornus sanguinea_dbgi_006863_01.jpg;DCIM/jbc/Cornus sanguinea_dbgi_006863_02.jpg;DCIM/jbc/Cornus sanguinea_dbgi_006863_03.jpg;DCIM/jbc/Cornus sanguinea_dbgi_006863_04.jpg;DCIM/jbc/Cornus sanguinea_dbgi_006863_05.jpg;2574810.2;1097970.8;2,02507E+13;0009-0006-7011-4195;@mazzarinel;367354;positive;jbc
20262605_dbgi_008600_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_dbgi_008600_01;dbgi_008600;SAMPLE;Émilie Lab;Leaf;1;0;Sempervivum montanum;0;DCIM/jbc/Sempervivum montanum_dbgi_008600_01.jpg;DCIM/jbc/Sempervivum montanum_dbgi_008600_02.jpg;DCIM/jbc/Sempervivum montanum_dbgi_008600_03.jpg;DCIM/jbc/Sempervivum montanum_dbgi_008600_04.jpg;DCIM/jbc/Sempervivum montanum_dbgi_008600_05.jpg;2574754.8;1097969.9;2,02505E+13;;;1239926;positive;jbc
20262605_dbgi_004122_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_dbgi_004122_01;dbgi_004122;SAMPLE;Mazzarine Laboureau;Leaf;1;0;Anthoxanthum odoratum;0;DCIM/jbc/Anthoxanthum odoratum_dbgi_004122_01.jpg;DCIM/jbc/Anthoxanthum odoratum_dbgi_004122_02.jpg;DCIM/jbc/Anthoxanthum odoratum_dbgi_004122_03.jpg;DCIM/jbc/Anthoxanthum odoratum_dbgi_004122_04.jpg;DCIM/jbc/Anthoxanthum odoratum_dbgi_004122_05.jpg;2574810;1097948.8;2,02506E+13;0009-0006-7011-4195;@mazzarinel;29661;positive;jbc
20262605_dbgi_008458_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_dbgi_008458_01;dbgi_008458;SAMPLE;Mazzarine Laboureau;Leaf;1;0;Vaccinium vitis-idaea;0;DCIM/jbc/Vaccinium vitis-idaea_dbgi_008458_01.jpg;DCIM/jbc/Vaccinium vitis-idaea_dbgi_008458_02.jpg;DCIM/jbc/Vaccinium vitis-idaea_dbgi_008458_03.jpg;DCIM/jbc/Vaccinium vitis-idaea_dbgi_008458_04.jpg;DCIM/jbc/Vaccinium vitis-idaea_dbgi_008458_05.jpg;2574799;1097946.8;2,02506E+13;0009-0006-7011-4195;@mazzarinel;180772;positive;jbc
20262605_dbgi_006797_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_dbgi_006797_01;dbgi_006797;SAMPLE;Émilie Lab;Leaf;1;0;Saxifraga apiculata;0;DCIM/jbc/Saxifraga apiculata_dbgi_006797_01.jpg;DCIM/jbc/Saxifraga apiculata_dbgi_006797_02.jpg;DCIM/jbc/Saxifraga apiculata_dbgi_006797_03.jpg;DCIM/jbc/Saxifraga apiculata_dbgi_006797_04.jpg;DCIM/jbc/Saxifraga apiculata_dbgi_006797_05.jpg;2574771;1097983.2;2,02506E+13;;;3798;positive;jbc
20262605_dbgi_006708_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_dbgi_006708_01;dbgi_006708;SAMPLE;Émilie Lab;Leaf;1;0;Gentiana purpurea;0;DCIM/jbc/Gentiana purpurea_dbgi_006708_01.jpg;DCIM/jbc/Gentiana purpurea_dbgi_006708_02.jpg;DCIM/jbc/Gentiana purpurea_dbgi_006708_03.jpg;DCIM/jbc/Gentiana purpurea_dbgi_006708_04.jpg;DCIM/jbc/Gentiana purpurea_dbgi_006708_05.jpg;2574798.2;1097966;2,02507E+13;;;49954;positive;jbc
20262605_dbgi_008797_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_dbgi_008797_01;dbgi_008797;SAMPLE;Alexandra Slotte;Leaf;1;0;Arctostaphylos uva-ursi;0;DCIM/jbc/Arctostaphylos uva-ursi_dbgi_008797_01.jpg;DCIM/jbc/Arctostaphylos uva-ursi_dbgi_008797_02.jpg;DCIM/jbc/Arctostaphylos uva-ursi_dbgi_008797_03.jpg;DCIM/jbc/Arctostaphylos uva-ursi_dbgi_008797_04.jpg;DCIM/jbc/Arctostaphylos uva-ursi_dbgi_008797_05.jpg;2574738.5;1097950.1;2,02505E+13;;;84009;positive;jbc
20262605_dbgi_009070_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_dbgi_009070_01;dbgi_009070;SAMPLE;Mazzarine Laboureau;Leaf;1;0;Juniperus communis;0;DCIM/jbc/Juniperus communis_dbgi_009070_01.jpg;DCIM/jbc/Juniperus communis_dbgi_009070_02.jpg;DCIM/jbc/Juniperus communis_dbgi_009070_03.jpg;DCIM/jbc/Juniperus communis_dbgi_009070_04.jpg;DCIM/jbc/Juniperus communis_dbgi_009070_05.jpg;2574752;1097977.6;2,02507E+13;0009-0006-7011-4195;@mazzarinel;58039;positive;jbc
20262605_dbgi_009057_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_dbgi_009057_01;dbgi_009057;SAMPLE;Mazzarine Laboureau;Leaf;1;0;Pinus cembra;0;DCIM/jbc/Pinus cembra_dbgi_009057_01.jpg;DCIM/jbc/Pinus cembra_dbgi_009057_02.jpg;DCIM/jbc/Pinus cembra_dbgi_009057_03.jpg;DCIM/jbc/Pinus cembra_dbgi_009057_04.jpg;DCIM/jbc/Pinus cembra_dbgi_009057_05.jpg;2574783.2;1097968.8;2,02507E+13;0009-0006-7011-4195;@mazzarinel;58041;positive;jbc
20262605_dbgi_008424_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_dbgi_008424_01;dbgi_008424;SAMPLE;Mazzarine Laboureau;Leaf;1;0;Saxifraga paniculata;0;DCIM/jbc/Saxifraga paniculata_dbgi_008424_01.jpg;DCIM/jbc/Saxifraga paniculata_dbgi_008424_02.jpg;DCIM/jbc/Saxifraga paniculata_dbgi_008424_03.jpg;DCIM/jbc/Saxifraga paniculata_dbgi_008424_04.jpg;DCIM/jbc/Saxifraga paniculata_dbgi_008424_05.jpg;2574789.5;1097950.4;2,02506E+13;0009-0006-7011-4195;@mazzarinel;102734;positive;jbc
20262605_dbgi_006767_01;\2026\Defossez\Mazzarine\;\2026\Defossez\Mazzarine\20262605_dbgi_006767_01;dbgi_006767;SAMPLE;Émilie Lab;Leaf;1;0;Salix retusa;0;DCIM/jbc/Salix retusa_dbgi_006767_01.jpg;DCIM/jbc/Salix retusa_dbgi_006767_02.jpg;DCIM/jbc/Salix retusa_dbgi_006767_03.jpg;DCIM/jbc/Salix retusa_dbgi_006767_04.jpg;DCIM/jbc/Salix retusa_dbgi_006767_05.jpg;2574754.5;1097981.5;2,02506E+13;;;77066;positive;jbc
